order_date,region,segment,shipping_mode,category,product_name,quantity,discount,sales,profit,anomaly,anomaly_prediction,anomaly_score
2023-12-26,East,Home Office,Same Day,Electronics,Tablet,8,0.08,43781.15,6634.56,0,0,0.08815863234143528
2025-03-12,South,Consumer,Same Day,Office Supplies,Printer,2,0.13,1200.72,277.72,0,0,0.1848581658552138
2023-10-12,East,Home Office,Second Class,Office Supplies,Storage Box,2,0.17,1153.3,168.84,0,0,0.17912113595461365
2023-06-17,West,Corporate,Same Day,Electronics,Smartphone,8,0.04,64722.84,7999.21,0,0,0.013553775921378408
2025-02-16,South,Corporate,Standard Class,Furniture,Table,8,0.24,19215.26,4266.19,0,0,0.09280510652038665
2024-10-12,North,Consumer,Second Class,Electronics,Tablet,5,0.17,30813.62,8782.42,0,0,0.09680261836617376
2023-09-23,East,Corporate,Standard Class,Office Supplies,Printer,6,0.15,2925.4,771.95,0,0,0.1854341064243965
2024-05-23,South,Corporate,First Class,Office Supplies,Storage Box,4,0.13,2191.72,650.43,0,0,0.19556866264677158
2026-01-06,East,Consumer,Standard Class,Electronics,Monitor,4,0.18,14200.04,2376.52,0,0,0.17854093562521478
2025-12-07,East,Home Office,Same Day,Furniture,Chair,2,0.08,5464.84,686.64,0,0,0.17835252188165895
2025-01-10,North,Corporate,Same Day,Office Supplies,Notebook,4,0.23,2606.12,491.0,0,0,0.1693128932541083
2024-06-10,West,Corporate,First Class,Office Supplies,Pen,7,0.1,5407.35,981.88,0,0,0.16532213571395415
2025-05-09,South,Corporate,First Class,Office Supplies,Pen,5,0.02,3578.08,719.11,0,0,0.16029847404217057
2025-11-10,North,Consumer,Second Class,Office Supplies,Pen,2,0.06,1104.15,167.7,0,0,0.1726397649066821
2025-03-20,North,Consumer,Standard Class,Office Supplies,Printer,1,0.18,1007.23,182.72,0,0,0.16005738615556359
2025-08-21,West,Home Office,First Class,Electronics,Smartphone,2,0.15,10076.71,1311.08,0,0,0.17282276632677457
2024-06-26,South,Consumer,Standard Class,Office Supplies,Notebook,1,0.11,555.1,135.12,0,0,0.15286347796545585
2023-07-04,West,Corporate,Second Class,Office Supplies,Notebook,8,0.2,4649.49,1150.67,0,0,0.12545904412850495
2025-06-10,West,Corporate,Standard Class,Office Supplies,Printer,8,0.05,5047.37,611.42,0,0,0.11426905858257863
2024-04-26,South,Home Office,Second Class,Electronics,Tablet,2,0.18,6840.91,914.22,0,0,0.17478029457485122
2024-10-16,South,Corporate,First Class,Furniture,Desk,7,0.13,27703.61,4747.64,0,0,0.15761603749383152
2024-08-12,North,Home Office,First Class,Furniture,Desk,5,0.19,11168.28,1470.17,0,0,0.17636346277297354
2026-03-28,West,Consumer,Same Day,Furniture,Chair,1,0.24,3198.97,772.26,0,0,0.1264482793221794
2025-09-16,East,Home Office,First Class,Furniture,Chair,8,0.09,15447.11,4108.52,0,0,0.13444728454089827
2025-09-15,East,Home Office,Second Class,Furniture,Table,4,0.15,6491.74,828.9,0,0,0.18723140424600693
2025-07-17,East,Corporate,Same Day,Furniture,Table,8,0.11,22534.35,3280.44,0,0,0.13564544863764516
2024-11-04,South,Corporate,Same Day,Furniture,Chair,3,0.1,12474.02,1528.2,0,0,0.18605541743936388
2023-06-10,South,Home Office,Second Class,Office Supplies,Printer,4,0.02,1592.6,303.28,0,0,0.15553366204046032
2024-11-23,North,Corporate,Same Day,Furniture,Desk,3,0.08,15348.24,4480.69,0,0,0.15068665227498806
2023-12-13,West,Home Office,Same Day,Electronics,Smartphone,7,0.11,49426.07,13507.53,0,0,0.007878041257601165
2025-05-02,East,Consumer,Standard Class,Office Supplies,Notebook,6,0.18,1735.59,398.16,0,0,0.16678176271332684
2025-06-05,South,Corporate,Same Day,Office Supplies,Storage Box,1,0.24,660.92,154.44,0,0,0.11828845236021235
2024-10-30,North,Home Office,Second Class,Furniture,Table,5,0.09,14357.82,2687.84,0,0,0.18424417376892166
2025-08-23,West,Consumer,Standard Class,Electronics,Tablet,8,0.09,43329.02,7118.95,0,0,0.09083684626766264
2024-06-08,East,Home Office,Same Day,Office Supplies,Printer,5,0.14,914.65,204.79,0,0,0.16449662264817655
2025-08-21,East,Home Office,Second Class,Electronics,Smartphone,4,0.2,12843.75,2117.14,0,0,0.1741786924201828
2024-08-15,North,Corporate,Second Class,Electronics,Tablet,6,0.02,44675.78,9309.06,0,0,0.04718275559705032
2024-12-06,North,Corporate,Same Day,Office Supplies,Pen,4,0.2,4067.66,690.35,0,0,0.18393972327807329
2023-09-24,South,Consumer,Standard Class,Electronics,Monitor,6,0.09,25797.87,5977.82,0,0,0.1547405956233816
2023-06-18,West,Corporate,Second Class,Furniture,Sofa,4,0.24,11023.26,2508.51,0,0,0.14685013842026057
2023-06-26,South,Home Office,First Class,Office Supplies,Notebook,4,0.2,1442.97,283.02,0,0,0.17524712669909476
2026-04-18,East,Consumer,Second Class,Electronics,Tablet,5,0.01,23089.23,5478.94,0,0,0.11888129318931873
2024-08-18,West,Consumer,Same Day,Electronics,Tablet,7,0.14,43434.54,9854.95,0,0,0.07247763562454423
2024-03-25,West,Corporate,Second Class,Electronics,Tablet,8,0.07,61163.42,13796.42,0,1,-0.02824761068403725
2025-10-22,North,Corporate,Same Day,Electronics,Laptop,6,0.04,64615.12,17428.3,0,1,-0.061687895018005645
2026-05-06,East,Corporate,Second Class,Electronics,Monitor,6,0.15,31296.7,8039.99,0,0,0.12495639610868092
2025-07-29,North,Home Office,Second Class,Furniture,Chair,8,0.02,17256.97,2281.73,0,0,0.09003669195159936
2025-05-10,South,Consumer,First Class,Office Supplies,Printer,6,0.08,2673.25,519.35,0,0,0.1788406632327148
2025-01-25,North,Home Office,Same Day,Furniture,Table,7,0.17,16048.99,3509.23,0,0,0.16857732073698423
2025-10-17,South,Consumer,First Class,Electronics,Monitor,4,0.06,25936.22,6122.41,0,0,0.11096306526502575
2023-12-10,West,Consumer,Standard Class,Electronics,Smartphone,4,0.19,25382.21,7386.07,0,0,0.08448625672715271
2024-10-29,East,Corporate,Same Day,Electronics,Tablet,1,0.13,8213.7,1413.87,0,0,0.13381998519284755
2026-02-22,North,Consumer,Second Class,Office Supplies,Storage Box,1,0.05,1093.08,69.19,1,0,0.1354277226393954
2026-01-03,South,Corporate,Second Class,Office Supplies,Pen,3,0.13,2140.07,609.35,0,0,0.20028511785958858
2025-03-05,East,Home Office,Same Day,Furniture,Sofa,3,0.21,5357.81,1370.27,0,0,0.1778055528008896
2023-10-20,East,Corporate,Standard Class,Electronics,Tablet,5,0.11,33835.84,6773.86,0,0,0.1212372594629445
2025-12-31,South,Consumer,Standard Class,Office Supplies,Storage Box,1,0.1,331.59,46.16,0,0,0.13184666914665366
2024-01-14,East,Home Office,Second Class,Electronics,Smartphone,5,0.09,17546.67,2277.31,0,0,0.1739639138683462
2023-06-07,South,Home Office,Standard Class,Office Supplies,Pen,5,0.0,2082.09,560.76,0,0,0.11915529122646762
2023-08-19,West,Home Office,First Class,Electronics,Monitor,8,0.25,34493.05,7875.67,0,0,0.04727279953715724
2024-12-19,East,Home Office,Second Class,Furniture,Table,2,0.15,4353.56,1215.49,0,0,0.1851560343845331
2024-11-25,North,Corporate,Standard Class,Office Supplies,Notebook,5,0.11,4156.37,1043.98,0,0,0.18464148978318085
2024-11-04,East,Consumer,Second Class,Electronics,Laptop,7,0.19,34982.76,6545.55,0,0,0.12359508514537942
2024-06-16,East,Consumer,Standard Class,Office Supplies,Notebook,5,0.04,1475.24,298.36,0,0,0.15824013127700648
2024-06-01,North,Corporate,Second Class,Electronics,Laptop,1,0.03,6395.33,1601.81,0,0,0.12010110890798631
2025-10-11,East,Consumer,Same Day,Office Supplies,Pen,2,0.18,1389.56,205.09,0,0,0.18056741901796075
2024-03-26,North,Consumer,Same Day,Office Supplies,Storage Box,7,0.21,3273.51,635.84,0,0,0.16174910526057312
2024-03-19,North,Corporate,First Class,Office Supplies,Notebook,8,0.05,6174.15,1037.94,0,0,0.11379850556316073
2023-06-06,West,Consumer,Standard Class,Electronics,Smartphone,7,0.14,32101.03,7913.88,0,0,0.13184617637446738
2023-08-15,East,Corporate,Standard Class,Office Supplies,Notebook,6,0.11,3263.83,669.23,0,0,0.18114387912062863
2026-04-28,South,Corporate,First Class,Office Supplies,Pen,7,0.04,4636.86,891.76,0,0,0.15522414142069524
2026-02-15,South,Home Office,Same Day,Furniture,Sofa,7,0.09,14946.79,2955.1,0,0,0.16511995108013938
2023-06-02,East,Home Office,Same Day,Electronics,Tablet,8,0.19,27118.3,7460.9,0,0,0.10012002149870969
2025-09-30,South,Home Office,First Class,Electronics,Tablet,3,0.21,10496.76,2343.56,0,0,0.16932595317089416
2024-05-11,North,Corporate,Standard Class,Electronics,Monitor,1,0.13,5977.42,1336.45,0,0,0.15290661389583898
2023-11-28,South,Home Office,First Class,Office Supplies,Printer,8,0.03,4621.96,1163.5,0,0,0.1082453777685527
2023-09-02,West,Consumer,First Class,Office Supplies,Storage Box,7,0.17,4248.91,1265.46,0,0,0.16453059114183943
2024-08-26,South,Home Office,Second Class,Office Supplies,Storage Box,1,0.22,100.0,29.45,0,0,0.11419600074480274
2025-04-16,North,Home Office,First Class,Furniture,Desk,4,0.19,8500.82,1483.52,0,0,0.17887427313598492
2024-10-30,South,Consumer,Standard Class,Office Supplies,Notebook,1,0.07,702.92,110.55,0,0,0.14517273387229673
2025-07-15,North,Corporate,Same Day,Office Supplies,Notebook,2,0.11,1582.45,291.73,0,0,0.18329131593993858
2023-10-18,East,Corporate,First Class,Office Supplies,Pen,4,0.08,3187.41,737.78,0,0,0.1905299673511403
2025-03-03,West,Consumer,Same Day,Office Supplies,Notebook,6,0.09,3821.09,634.46,0,0,0.1808426660893036
2025-10-10,West,Home Office,First Class,Furniture,Chair,8,0.25,22028.52,4150.04,0,0,0.07130420002815452
2025-01-01,East,Home Office,Standard Class,Electronics,Monitor,2,0.06,7216.84,1945.04,0,0,0.1598618433946835
2026-04-20,West,Home Office,First Class,Electronics,Monitor,4,0.15,19099.16,3905.21,0,0,0.1668274826312791
2023-08-18,South,Home Office,Same Day,Office Supplies,Storage Box,2,0.0,100.0,14.31,0,0,0.07493303915549088
2026-01-23,North,Home Office,Second Class,Electronics,Monitor,8,0.07,36652.07,8126.09,0,0,0.09223009121164671
2025-05-30,East,Home Office,Standard Class,Office Supplies,Notebook,8,0.04,3208.78,645.96,0,0,0.11474832827061554
2025-12-24,East,Corporate,Standard Class,Electronics,Tablet,3,0.24,16630.52,2225.62,0,0,0.12810689395173647
2025-05-11,West,Home Office,Second Class,Electronics,Laptop,7,0.01,36807.23,5627.16,0,0,0.09079183450110906
2025-02-21,South,Home Office,Same Day,Office Supplies,Storage Box,2,0.03,1125.68,163.29,0,0,0.1500365545754252
2026-03-29,West,Corporate,First Class,Office Supplies,Notebook,7,0.01,6671.3,1431.2,0,0,0.1159296766331318
2026-01-11,West,Corporate,Standard Class,Office Supplies,Notebook,5,0.11,3477.24,856.68,0,0,0.18707979323459545
2026-01-29,East,Corporate,Same Day,Electronics,Tablet,4,0.23,21403.2,5941.44,0,0,0.09098566459622226
2024-06-13,South,Home Office,Second Class,Electronics,Laptop,8,0.16,25584.87,5584.29,0,0,0.12906986097207152
2025-02-01,South,Home Office,Same Day,Furniture,Chair,2,0.14,4579.16,740.93,0,0,0.1904473496884142
2023-10-03,North,Corporate,Standard Class,Electronics,Monitor,1,0.03,8822.36,2116.17,0,0,0.09525738532381434
2024-04-28,South,Corporate,Second Class,Electronics,Tablet,8,0.2,41256.24,6351.81,0,0,0.07832240671860258
2023-09-15,North,Consumer,Same Day,Furniture,Desk,2,0.04,6191.18,884.42,0,0,0.1710438934089421
2026-01-26,North,Home Office,Second Class,Electronics,Monitor,4,0.16,16207.4,3151.23,0,0,0.18159260316815995
2025-04-10,West,Consumer,Same Day,Electronics,Tablet,1,0.22,5652.8,1472.63,0,0,0.12475957482524958
2024-06-26,West,Corporate,Second Class,Office Supplies,Pen,3,0.12,2433.35,707.84,0,0,0.19638226614382776
2025-01-19,South,Home Office,First Class,Furniture,Desk,8,0.19,14748.2,2918.57,0,0,0.13258957533759586
2025-09-15,South,Home Office,Standard Class,Electronics,Laptop,6,0.07,22453.54,3829.45,0,0,0.16667704772317388
2024-12-04,East,Corporate,Same Day,Furniture,Sofa,8,0.1,32766.06,9069.93,0,0,0.0916158227674545
2023-06-15,West,Corporate,Standard Class,Office Supplies,Printer,8,0.24,3799.2,820.22,0,0,0.10181957204461434
2024-09-27,East,Corporate,First Class,Electronics,Tablet,4,0.08,24376.29,6899.61,0,0,0.1089557405880166
2025-03-29,East,Corporate,Second Class,Office Supplies,Printer,6,0.13,3183.03,617.75,0,0,0.18688238977545457
2025-11-26,South,Home Office,First Class,Furniture,Desk,4,0.17,9704.33,1795.96,0,0,0.19227597307889788
2025-11-22,West,Home Office,Second Class,Furniture,Desk,2,0.18,6666.36,1851.29,0,0,0.16987646605881135
2023-09-25,South,Home Office,Same Day,Electronics,Tablet,6,0.06,27415.43,5679.98,0,0,0.14783279703337288
2024-02-11,East,Consumer,First Class,Office Supplies,Storage Box,2,0.06,721.98,212.24,0,0,0.17077082199471094
2026-01-20,North,Consumer,First Class,Furniture,Chair,8,0.11,21801.69,6504.62,0,0,0.12085938975182964
2025-05-09,South,Corporate,Standard Class,Furniture,Table,7,0.16,18499.03,3850.03,0,0,0.17108262814503822
2025-02-27,East,Consumer,Second Class,Furniture,Table,3,0.03,6908.86,1774.35,0,0,0.16833559658480707
2026-01-15,East,Consumer,First Class,Electronics,Laptop,3,0.2,11664.52,3343.45,0,0,0.15554463458487122
2024-06-19,North,Consumer,Standard Class,Electronics,Laptop,6,0.24,22847.77,5701.04,0,0,0.11177524165940589
2025-09-11,South,Home Office,First Class,Electronics,Smartphone,6,0.21,21233.84,3127.88,0,0,0.154606157056484
2025-05-25,South,Corporate,Second Class,Furniture,Desk,1,0.24,3025.81,412.76,0,0,0.12669090977912068
2023-11-14,North,Consumer,Second Class,Furniture,Table,7,0.06,25023.69,5072.58,0,0,0.1492592405124581
2025-06-28,East,Consumer,Standard Class,Electronics,Smartphone,4,0.17,13311.8,2640.19,0,0,0.1854982945516681
2023-06-14,South,Consumer,Standard Class,Furniture,Table,2,0.1,4231.8,846.12,0,0,0.1879057339789798
2026-03-18,North,Home Office,First Class,Furniture,Table,4,0.22,8188.52,1707.09,0,0,0.16568014369661832
2023-10-21,East,Consumer,Same Day,Office Supplies,Pen,7,0.21,4137.89,948.32,0,0,0.1584444005880259
2025-10-14,West,Consumer,Same Day,Office Supplies,Notebook,4,0.05,3702.22,679.68,0,0,0.18345653103595816
2024-07-04,South,Corporate,Same Day,Office Supplies,Pen,1,0.17,299.62,66.33,0,0,0.14194377237309636
2023-08-28,North,Corporate,First Class,Electronics,Monitor,6,0.1,43050.14,8970.46,0,0,0.08571633177494598
2023-06-21,West,Corporate,First Class,Furniture,Chair,4,0.07,14933.05,4242.3,0,0,0.16082435942233636
2025-07-27,South,Home Office,Second Class,Electronics,Smartphone,1,0.24,2799.3,519.61,0,0,0.13105697171932473
2023-09-01,North,Home Office,Standard Class,Electronics,Smartphone,5,0.02,22786.41,6557.06,0,0,0.11041502618307752
2025-08-08,West,Corporate,Second Class,Furniture,Desk,4,0.1,14455.46,2168.22,0,0,0.18459849153922014
2023-11-07,South,Corporate,Same Day,Electronics,Laptop,7,0.22,52723.26,8568.8,0,0,0.02869302690539688
2025-06-27,North,Consumer,First Class,Electronics,Laptop,3,0.13,15088.6,3926.52,0,0,0.16455834871244374
2025-06-08,South,Home Office,Second Class,Furniture,Desk,4,0.2,5784.44,1033.02,0,0,0.1753239258190566
2025-02-14,North,Corporate,Second Class,Furniture,Chair,3,0.01,11155.9,1651.78,0,0,0.15094912011819805
2025-10-27,East,Corporate,Second Class,Office Supplies,Pen,8,0.04,6556.34,916.43,0,0,0.10895516791698723
2024-07-24,North,Corporate,Second Class,Office Supplies,Notebook,1,0.07,604.49,130.09,0,0,0.14644819583434293
2025-09-21,West,Home Office,First Class,Furniture,Table,7,0.19,16329.23,3498.12,0,0,0.16102644288147855
2025-08-30,South,Consumer,Second Class,Office Supplies,Storage Box,2,0.15,529.16,98.5,0,0,0.16067406931316808
2024-06-08,West,Corporate,First Class,Office Supplies,Storage Box,6,0.01,4798.76,996.7,0,0,0.13827747899271642
2024-08-23,South,Corporate,Second Class,Electronics,Monitor,5,0.1,29120.73,4240.47,0,0,0.1448845541120622
2025-01-23,West,Corporate,Same Day,Furniture,Sofa,8,0.09,34366.12,5390.14,0,0,0.11697719964653952
2025-07-09,South,Home Office,Standard Class,Electronics,Smartphone,5,0.09,16889.78,3092.52,0,0,0.18364669244284737
2025-12-30,North,Home Office,First Class,Office Supplies,Storage Box,6,0.21,4003.29,877.88,0,0,0.17084937892308422
2026-01-30,East,Corporate,Second Class,Furniture,Chair,5,0.23,11998.2,1798.17,0,0,0.15483200557500099
2024-03-30,North,Consumer,Second Class,Electronics,Tablet,6,0.01,34401.24,6626.17,0,0,0.09710738522286677
2025-04-17,East,Corporate,First Class,Furniture,Sofa,1,0.2,2679.12,603.9,0,0,0.16055873067800602
2026-05-14,North,Home Office,Standard Class,Furniture,Table,3,0.23,5293.68,995.35,0,0,0.16660309870038587
2024-07-31,South,Consumer,Second Class,Furniture,Sofa,2,0.15,3916.98,664.46,0,0,0.19181065146996917
2026-05-07,North,Consumer,Second Class,Electronics,Tablet,7,0.14,34676.88,6767.75,0,0,0.13497709211909226
2024-04-25,East,Consumer,Standard Class,Electronics,Monitor,2,0.04,8690.54,1101.46,0,0,0.15726018471157827
2025-05-11,West,Consumer,Same Day,Electronics,Smartphone,2,0.02,14507.28,2941.05,0,0,0.11970924908976932
2025-07-08,West,Corporate,First Class,Office Supplies,Pen,6,0.13,3802.21,913.27,0,0,0.18466753233158378
2023-11-14,South,Consumer,Standard Class,Office Supplies,Pen,7,0.12,4145.76,742.37,0,0,0.17559129369200144
2025-03-03,North,Home Office,First Class,Furniture,Table,5,0.03,13092.43,1919.81,0,0,0.16091931657602138
2025-06-06,West,Consumer,Standard Class,Electronics,Smartphone,6,0.1,29124.58,5591.14,0,0,0.1523185478203692
2025-11-30,South,Consumer,Same Day,Furniture,Chair,2,0.19,5365.54,1538.31,0,0,0.1739604641078008
2023-06-24,South,Corporate,Same Day,Furniture,Table,1,0.08,2885.39,538.61,0,0,0.1685317469251012
2024-06-25,West,Home Office,Second Class,Furniture,Table,7,0.11,15401.84,2500.03,0,0,0.16664979873705466
2024-02-25,South,Home Office,First Class,Electronics,Tablet,7,0.21,24999.8,3452.94,0,0,0.13126331970599336
2024-12-27,South,Home Office,Same Day,Office Supplies,Notebook,8,0.22,3630.47,1046.26,0,0,0.11792542318460719
2024-03-19,North,Consumer,Same Day,Office Supplies,Printer,3,0.01,1808.77,311.93,0,0,0.14473616724628868
2024-06-04,North,Consumer,Second Class,Office Supplies,Pen,5,0.08,2643.04,335.69,0,0,0.1831318396273327
2024-10-20,South,Consumer,Same Day,Electronics,Laptop,8,0.03,57665.62,13078.94,0,1,-0.029662853164764247
2025-09-23,East,Consumer,Standard Class,Office Supplies,Notebook,8,0.15,2988.32,498.44,0,0,0.1324052044246543
2025-10-03,West,Home Office,Second Class,Office Supplies,Notebook,5,0.01,3335.9,911.99,0,0,0.14623723269154
2023-08-11,West,Corporate,First Class,Office Supplies,Storage Box,5,0.16,3551.59,946.98,0,0,0.18852323723286535
2023-10-04,East,Consumer,Second Class,Electronics,Tablet,8,0.04,46897.68,6938.02,0,0,0.06449513461829282
2024-12-11,South,Consumer,Same Day,Office Supplies,Notebook,3,0.04,2618.69,348.86,0,0,0.1801646810652115
2023-09-22,South,Home Office,Same Day,Office Supplies,Pen,7,0.1,2955.65,849.39,0,0,0.171162786106708
2023-09-25,South,Corporate,Standard Class,Office Supplies,Pen,6,0.04,3921.95,605.82,0,0,0.1660949861344574
2024-11-14,West,Consumer,Same Day,Electronics,Tablet,8,0.16,63355.59,12135.65,0,1,-0.015744262228669093
2024-03-19,South,Corporate,Same Day,Furniture,Table,6,0.24,17194.29,4389.23,0,0,0.12694805118381502
2025-11-21,South,Corporate,Same Day,Electronics,Laptop,2,0.12,16824.59,5012.15,0,0,0.09915994735627842
2024-06-01,West,Corporate,Second Class,Electronics,Smartphone,3,0.1,20022.82,5181.0,0,0,0.12572911247531438
2023-09-12,East,Corporate,Standard Class,Office Supplies,Pen,2,0.12,1022.34,274.37,0,0,0.18092283727210506
2024-09-30,East,Home Office,First Class,Electronics,Smartphone,7,0.22,23119.53,6909.35,0,0,0.10646162316287677
2024-05-13,West,Home Office,Standard Class,Office Supplies,Printer,8,0.24,3198.11,723.97,0,0,0.10232734920947062
2023-08-02,East,Corporate,Standard Class,Furniture,Chair,7,0.15,17050.04,5007.86,0,0,0.15417287133866503
2025-10-25,South,Corporate,Second Class,Furniture,Table,8,0.07,31711.72,8894.26,0,0,0.08544625668219874
2025-02-15,West,Corporate,Standard Class,Electronics,Tablet,4,0.01,30748.61,8958.96,0,0,0.042947028038167745
2023-10-09,West,Consumer,Standard Class,Furniture,Chair,5,0.13,17025.35,4799.6,0,0,0.16786991398967066
2024-03-07,North,Corporate,Second Class,Electronics,Tablet,5,0.19,30490.36,8352.59,0,0,0.09516823434836563
2025-02-21,South,Home Office,Second Class,Furniture,Sofa,1,0.17,1681.67,225.92,0,0,0.16671415450534616
2023-07-31,North,Consumer,First Class,Furniture,Chair,3,0.16,7161.45,1725.38,0,0,0.18981466630581678
2024-09-23,South,Corporate,Standard Class,Furniture,Desk,5,0.08,14060.03,3059.71,0,0,0.18439897814770118
2026-01-05,South,Consumer,Standard Class,Electronics,Laptop,4,0.02,18881.39,4883.88,0,0,0.1251084332631902
2023-12-15,North,Corporate,First Class,Furniture,Desk,2,0.13,8653.25,2339.27,0,0,0.1628033522101362
2025-02-18,West,Home Office,First Class,Office Supplies,Notebook,2,0.09,1077.5,147.15,0,0,0.16968587820693543
2025-12-17,North,Home Office,Standard Class,Electronics,Tablet,2,0.04,12250.48,2224.42,0,0,0.1458738322958152
2024-01-02,West,Home Office,First Class,Office Supplies,Printer,1,0.09,219.69,41.76,0,0,0.12582917127872073
2024-11-21,South,Consumer,Second Class,Electronics,Monitor,8,0.19,41811.38,10644.85,0,0,0.04000894759355833
2025-03-02,West,Home Office,Same Day,Office Supplies,Printer,7,0.08,4095.45,763.38,0,0,0.17005355572875303
2025-12-01,South,Consumer,First Class,Electronics,Monitor,1,0.25,5240.87,1509.93,0,0,0.08371326345980312
2025-02-24,East,Corporate,Standard Class,Furniture,Chair,3,0.21,7037.44,1597.76,0,0,0.17355819456149202
2025-08-10,West,Corporate,First Class,Electronics,Smartphone,2,0.16,14823.24,1865.45,0,0,0.15161155165046775
2026-01-20,East,Home Office,Same Day,Furniture,Desk,5,0.01,11550.67,1607.66,0,0,0.14192883325847866
2024-08-29,East,Corporate,Second Class,Office Supplies,Printer,5,0.08,3158.46,613.26,0,0,0.1897722167901968
2024-01-18,North,Corporate,First Class,Office Supplies,Pen,5,0.1,3726.55,464.72,0,0,0.18700668903462647
2024-03-28,South,Home Office,Standard Class,Electronics,Laptop,6,0.03,23425.87,6920.82,0,0,0.12021639649824911
2025-07-04,South,Home Office,Second Class,Furniture,Chair,2,0.06,3788.28,643.15,0,0,0.1805202484712326
2024-07-30,East,Home Office,First Class,Office Supplies,Notebook,2,0.22,1171.44,299.2,0,0,0.16433793554085296
2023-08-12,East,Corporate,Standard Class,Furniture,Chair,3,0.02,8559.71,2489.31,0,0,0.1551707054318303
2024-08-28,North,Corporate,First Class,Electronics,Monitor,7,0.14,47915.8,8029.29,0,0,0.08133257262739502
2023-05-21,North,Corporate,Second Class,Office Supplies,Printer,3,0.16,2224.01,494.67,0,0,0.19850071188366974
2024-07-22,West,Consumer,Second Class,Office Supplies,Notebook,3,0.18,1358.71,364.12,0,0,0.18723947657081536
2023-12-04,North,Home Office,First Class,Electronics,Monitor,4,0.12,23308.14,3795.13,0,0,0.15546233630807427
2024-07-12,South,Home Office,First Class,Office Supplies,Storage Box,6,0.03,2622.85,774.45,0,0,0.15599871318817704
2026-02-01,East,Consumer,Standard Class,Office Supplies,Pen,7,0.06,7482.44,641.14,1,0,0.1476497515523561
2024-11-06,East,Home Office,Second Class,Office Supplies,Printer,3,0.2,1225.91,275.14,0,0,0.18245714577272826
2025-05-04,North,Consumer,Second Class,Electronics,Smartphone,1,0.18,4835.09,1175.57,0,0,0.15497216949642206
2024-07-20,North,Home Office,Standard Class,Electronics,Tablet,4,0.18,36867.58,3733.2,1,0,0.09508181388324455
2024-03-11,South,Consumer,Standard Class,Electronics,Monitor,6,0.08,26432.84,5128.04,0,0,0.16117458083172553
2023-09-26,West,Home Office,Second Class,Office Supplies,Pen,3,0.05,1395.53,256.18,0,0,0.17994633901971419
2026-01-27,West,Corporate,First Class,Office Supplies,Printer,7,0.01,6207.98,748.37,0,0,0.11769850021888817
2023-07-04,West,Home Office,First Class,Electronics,Laptop,4,0.1,18429.02,5134.97,0,0,0.1536133212251422
2024-04-06,West,Consumer,Same Day,Furniture,Desk,2,0.15,6341.64,1158.06,0,0,0.18694214134712706
2023-11-13,East,Corporate,Same Day,Furniture,Desk,5,0.04,22087.01,3527.34,0,0,0.153449846053672
2026-02-22,West,Corporate,Second Class,Electronics,Smartphone,3,0.03,23552.27,5883.91,0,0,0.08113869589202427
2026-04-29,East,Home Office,First Class,Office Supplies,Notebook,7,0.01,3294.61,731.69,0,0,0.1268700711841635
2026-02-19,East,Consumer,Second Class,Electronics,Tablet,8,0.24,28567.21,3445.4,0,0,0.07436323515869314
2025-07-12,East,Consumer,Same Day,Furniture,Table,4,0.05,9476.42,2386.84,0,0,0.17123720332536357
2024-03-24,East,Home Office,Second Class,Furniture,Sofa,7,0.17,11777.39,3449.81,0,0,0.15759366882721915
2023-10-06,West,Corporate,Second Class,Furniture,Chair,4,0.08,20141.94,5527.01,0,0,0.139992572919786
2024-11-27,West,Consumer,Same Day,Electronics,Tablet,1,0.17,7701.76,1067.27,0,0,0.13853519684326543
2025-10-16,North,Consumer,Same Day,Electronics,Monitor,7,0.13,52147.4,13190.73,0,0,0.00022476520561665048
2026-02-16,South,Consumer,Second Class,Office Supplies,Storage Box,4,0.09,6118.79,229.08,1,0,0.16720289854882114
2025-11-10,West,Consumer,Standard Class,Electronics,Tablet,6,0.23,35945.05,8271.65,0,0,0.07207456156859404
2024-08-26,North,Corporate,First Class,Furniture,Desk,3,0.16,38872.75,2533.51,1,0,0.08382052042612209
2023-07-17,East,Consumer,Standard Class,Electronics,Monitor,4,0.23,11989.11,2037.92,0,0,0.15640675839035717
2023-11-24,West,Home Office,Second Class,Furniture,Sofa,1,0.18,2538.11,752.62,0,0,0.16395651163487662
2025-03-11,South,Consumer,Second Class,Office Supplies,Pen,4,0.18,1315.56,331.31,0,0,0.18071284569700824
2025-07-10,South,Corporate,Same Day,Electronics,Smartphone,1,0.17,5820.36,934.82,0,0,0.15680382885460703
2025-04-04,East,Home Office,First Class,Electronics,Smartphone,7,0.04,29301.66,3849.89,0,0,0.1254770682059999
2023-09-15,North,Consumer,First Class,Furniture,Table,1,0.13,2648.27,644.06,0,0,0.1716084953192311
2025-07-28,South,Consumer,Standard Class,Electronics,Laptop,3,0.1,11491.85,2278.05,0,0,0.1891232763425697
2024-04-04,East,Corporate,Second Class,Electronics,Tablet,4,0.24,18694.22,3673.03,0,0,0.12126197922963222
2023-11-12,East,Corporate,Second Class,Furniture,Sofa,1,0.05,4141.56,717.3,0,0,0.16036268988309615
2025-01-07,North,Home Office,Second Class,Furniture,Chair,1,0.06,2028.91,499.21,0,0,0.16576307848539573
