order_date,region,segment,shipping_mode,category,product_name,quantity,discount,sales,profit,anomaly
2024-10-29,North,Corporate,Second Class,Furniture,Table,4,0.1,17159.98,4312.82,0
2024-01-26,North,Consumer,Standard Class,Furniture,Sofa,2,0.14,4406.08,681.77,0
2023-06-24,East,Consumer,First Class,Electronics,Smartphone,1,0.08,3566.58,800.9,0
2025-06-15,North,Consumer,Same Day,Electronics,Monitor,6,0.12,31332.82,6248.02,0
2023-08-03,East,Home Office,Standard Class,Furniture,Table,4,0.17,6169.97,849.95,0
2024-01-15,West,Corporate,Second Class,Furniture,Chair,5,0.21,15885.27,3488.81,0
2026-03-10,West,Corporate,Second Class,Electronics,Monitor,4,0.19,26515.16,4232.84,0
2025-10-06,South,Home Office,First Class,Office Supplies,Pen,3,0.19,1537.69,428.78,0
2024-06-26,South,Consumer,Same Day,Office Supplies,Pen,4,0.07,2536.32,699.3,0
2024-06-11,East,Corporate,First Class,Furniture,Table,5,0.18,11634.87,1818.61,0
2025-01-16,North,Corporate,Standard Class,Furniture,Table,7,0.11,22620.06,2990.68,0
2023-05-25,West,Corporate,Second Class,Furniture,Sofa,7,0.02,28383.63,8154.71,0
2024-05-03,North,Corporate,Same Day,Office Supplies,Pen,4,0.23,2408.91,463.15,0
2024-05-25,North,Home Office,Standard Class,Office Supplies,Notebook,5,0.2,1930.97,477.02,0
2025-04-22,East,Consumer,Standard Class,Furniture,Table,8,0.21,14082.71,4001.51,0
2025-05-15,West,Consumer,Same Day,Office Supplies,Storage Box,2,0.1,1351.71,285.39,0
2026-03-19,East,Consumer,Standard Class,Furniture,Desk,1,0.07,2545.24,698.98,0
2024-05-19,West,Consumer,Second Class,Office Supplies,Storage Box,7,0.08,4238.88,872.66,0
2024-12-13,North,Consumer,Same Day,Electronics,Smartphone,6,0.23,39792.18,5954.06,0
2023-11-25,West,Consumer,First Class,Office Supplies,Notebook,2,0.18,1303.61,238.02,0
2025-12-02,South,Corporate,Second Class,Furniture,Sofa,1,0.18,3010.62,511.98,0
2024-01-04,North,Home Office,First Class,Furniture,Desk,6,0.14,13446.34,3963.57,0
2024-08-25,East,Corporate,Standard Class,Electronics,Monitor,5,0.19,24054.48,2896.35,0
2024-10-26,North,Corporate,First Class,Office Supplies,Pen,7,0.01,6756.26,1100.73,0
2025-06-18,West,Corporate,Standard Class,Electronics,Laptop,8,0.19,45173.07,10358.55,0
2026-03-07,South,Home Office,First Class,Furniture,Desk,5,0.04,10890.68,3118.08,0
2023-07-09,South,Corporate,Standard Class,Furniture,Table,8,0.17,18155.5,4833.73,0
2024-09-06,West,Home Office,First Class,Furniture,Sofa,8,0.21,17812.16,4388.99,0
2026-03-16,West,Consumer,Standard Class,Office Supplies,Printer,6,0.05,3292.92,743.06,0
2025-07-19,West,Home Office,Same Day,Furniture,Chair,8,0.03,20961.35,3737.12,0
2024-07-03,West,Corporate,Second Class,Electronics,Laptop,1,0.06,6636.5,1946.77,0
2025-02-15,North,Corporate,Standard Class,Furniture,Chair,4,0.23,11222.03,2172.83,0
2024-04-24,East,Consumer,Same Day,Furniture,Table,1,0.11,2010.79,599.84,0
2024-07-23,North,Corporate,Same Day,Office Supplies,Storage Box,4,0.19,2022.57,361.32,0
2023-06-11,West,Consumer,Standard Class,Furniture,Desk,5,0.05,12635.99,2762.18,0
2026-03-12,West,Corporate,Second Class,Office Supplies,Storage Box,3,0.21,2160.62,429.77,0
2024-09-03,South,Consumer,Same Day,Furniture,Sofa,4,0.14,9744.92,1728.19,0
2023-08-13,West,Consumer,First Class,Furniture,Sofa,7,0.01,23145.43,3955.48,0
2025-02-17,North,Home Office,Second Class,Office Supplies,Printer,7,0.16,2899.65,551.92,0
2023-06-11,North,Home Office,Second Class,Furniture,Sofa,7,0.23,11382.46,1852.61,0
2026-04-14,South,Consumer,Second Class,Office Supplies,Storage Box,3,0.2,1345.41,324.19,0
2024-06-08,West,Corporate,Same Day,Office Supplies,Storage Box,7,0.24,13107.05,788.63,1
2026-05-12,East,Consumer,Standard Class,Office Supplies,Printer,7,0.24,2271.21,386.01,0
2024-07-20,West,Consumer,Same Day,Office Supplies,Printer,1,0.09,891.46,249.7,0
2025-08-30,East,Corporate,Second Class,Office Supplies,Notebook,3,0.03,1449.22,272.55,0
2025-06-30,East,Corporate,First Class,Office Supplies,Storage Box,6,0.03,3770.31,527.23,0
2024-10-07,East,Home Office,First Class,Furniture,Chair,8,0.0,22323.15,6552.37,0
2025-01-31,West,Home Office,Same Day,Furniture,Chair,5,0.07,14128.03,2017.59,0
2023-12-10,South,Corporate,Same Day,Office Supplies,Storage Box,3,0.22,2248.16,369.53,0
2023-07-06,South,Corporate,First Class,Electronics,Monitor,2,0.09,11296.23,2336.76,0
2024-04-21,East,Consumer,Second Class,Office Supplies,Storage Box,8,0.22,3314.48,547.17,0
2023-08-05,West,Consumer,First Class,Electronics,Smartphone,5,0.2,26557.0,4784.55,0
2026-04-26,West,Corporate,Second Class,Office Supplies,Notebook,2,0.05,1327.34,223.51,0
2025-03-22,West,Consumer,First Class,Furniture,Sofa,3,0.23,8072.49,2137.72,0
2026-03-16,South,Consumer,Second Class,Furniture,Desk,5,0.23,9422.28,2443.01,0
2023-12-18,North,Consumer,First Class,Office Supplies,Notebook,2,0.04,1807.7,451.38,0
2025-01-12,North,Home Office,First Class,Office Supplies,Pen,4,0.11,2373.85,622.82,0
2024-05-30,South,Corporate,Standard Class,Office Supplies,Notebook,8,0.19,9784.85,885.87,1
2025-04-05,North,Corporate,Standard Class,Electronics,Tablet,2,0.07,13503.41,2088.52,0
2025-05-06,North,Home Office,Standard Class,Electronics,Tablet,1,0.08,3954.89,1172.89,0
2023-07-13,North,Home Office,Second Class,Furniture,Table,2,0.19,3804.9,1141.23,0
2024-12-31,East,Corporate,Standard Class,Office Supplies,Storage Box,3,0.24,1793.77,239.5,0
2024-04-26,West,Corporate,First Class,Furniture,Table,3,0.13,11542.39,1694.72,0
2025-04-27,South,Corporate,Second Class,Office Supplies,Pen,1,0.11,383.38,101.82,0
2025-04-12,East,Home Office,Standard Class,Office Supplies,Pen,3,0.1,534.42,147.05,0
2023-11-07,North,Home Office,First Class,Electronics,Smartphone,7,0.09,43510.29,12807.31,0
2024-11-15,West,Corporate,First Class,Office Supplies,Notebook,8,0.21,6558.48,1871.94,0
2024-05-11,East,Home Office,First Class,Electronics,Laptop,1,0.08,3846.07,1103.37,0
2024-01-02,North,Corporate,First Class,Furniture,Sofa,6,0.01,24066.11,4558.4,0
2024-05-02,South,Consumer,Second Class,Office Supplies,Pen,4,0.01,2032.62,608.39,0
2024-10-11,West,Corporate,Standard Class,Office Supplies,Storage Box,3,0.1,3322.3,932.46,0
2024-01-10,East,Corporate,First Class,Office Supplies,Pen,6,0.14,3688.36,521.32,0
2024-05-14,South,Home Office,Second Class,Office Supplies,Pen,5,0.22,1457.19,184.34,0
2024-07-11,South,Home Office,Same Day,Furniture,Sofa,6,0.14,11258.28,3231.33,0
2025-04-22,West,Home Office,Same Day,Electronics,Laptop,6,0.1,33033.79,5130.35,0
2026-05-06,South,Corporate,Same Day,Office Supplies,Storage Box,3,0.03,1681.66,327.21,0
2026-03-15,East,Consumer,First Class,Electronics,Monitor,2,0.13,8487.48,1955.04,0
2025-04-26,West,Home Office,Standard Class,Furniture,Sofa,3,0.23,5722.27,1493.61,0
2026-03-20,North,Corporate,Same Day,Electronics,Laptop,2,0.17,13631.93,1701.43,0
2025-04-17,North,Consumer,Same Day,Furniture,Sofa,5,0.07,15359.25,2460.21,0
2024-03-24,North,Home Office,First Class,Electronics,Tablet,4,0.16,17518.24,2198.84,0
2025-08-16,West,Home Office,Same Day,Electronics,Laptop,8,0.21,38176.53,8959.53,0
2025-06-28,East,Corporate,Same Day,Furniture,Table,3,0.19,7797.63,1935.66,0
2024-06-14,East,Consumer,Second Class,Office Supplies,Notebook,5,0.06,2213.44,452.18,0
2024-03-12,North,Home Office,Same Day,Furniture,Chair,8,0.18,18468.91,4828.75,0
2023-06-30,South,Home Office,First Class,Office Supplies,Printer,3,0.03,1087.09,171.88,0
2025-03-18,South,Corporate,Second Class,Office Supplies,Printer,6,0.22,3211.83,670.17,0
2025-02-21,West,Corporate,First Class,Electronics,Monitor,8,0.17,58211.11,7487.24,0
2024-10-23,South,Consumer,Standard Class,Office Supplies,Pen,5,0.13,2778.35,549.43,0
2023-08-02,South,Home Office,Second Class,Office Supplies,Storage Box,7,0.18,2186.02,472.53,0
2025-04-22,South,Consumer,First Class,Office Supplies,Pen,8,0.08,3998.5,975.04,0
2026-02-14,East,Home Office,First Class,Office Supplies,Printer,8,0.19,3134.68,407.75,0
2024-08-23,South,Home Office,First Class,Office Supplies,Printer,4,0.03,1575.55,370.28,0
2024-06-05,West,Consumer,Same Day,Furniture,Sofa,8,0.15,22661.38,3901.52,0
2024-09-10,North,Home Office,Same Day,Furniture,Table,4,0.18,9042.71,2299.86,0
2025-04-26,East,Home Office,First Class,Electronics,Tablet,3,0.18,10548.36,1388.54,0
2025-04-11,South,Consumer,First Class,Furniture,Table,1,0.02,2405.05,410.16,0
2025-03-24,South,Corporate,Second Class,Furniture,Table,7,0.22,17767.62,3261.32,0
2024-09-20,West,Home Office,Standard Class,Office Supplies,Storage Box,8,0.14,2986.13,697.86,0
2024-07-07,North,Home Office,Standard Class,Electronics,Laptop,1,0.2,3202.19,440.41,0
2025-03-09,West,Home Office,Standard Class,Office Supplies,Storage Box,7,0.05,3063.86,414.99,0
2025-11-15,North,Corporate,Standard Class,Office Supplies,Pen,7,0.11,5831.39,1363.63,0
2026-04-19,North,Home Office,First Class,Electronics,Laptop,6,0.13,27630.25,5721.52,0
2025-08-02,West,Home Office,First Class,Electronics,Smartphone,7,0.11,35779.56,8826.06,0
2025-01-17,North,Corporate,Standard Class,Furniture,Desk,8,0.03,27030.5,5504.89,0
2023-12-05,South,Corporate,Second Class,Electronics,Smartphone,4,0.08,31630.88,9173.54,0
2023-07-31,West,Corporate,Same Day,Office Supplies,Storage Box,4,0.06,3256.01,813.98,0
2024-05-14,West,Corporate,Standard Class,Furniture,Sofa,4,0.17,12715.05,1546.58,0
2024-04-21,North,Corporate,Standard Class,Office Supplies,Storage Box,8,0.23,4451.54,594.29,0
2025-04-26,North,Corporate,Standard Class,Office Supplies,Printer,1,0.12,682.06,114.28,0
2026-04-09,West,Home Office,First Class,Office Supplies,Storage Box,8,0.04,4186.76,1138.98,0
2024-09-26,North,Consumer,First Class,Electronics,Monitor,4,0.09,22481.78,4410.37,0
2024-04-16,South,Consumer,First Class,Electronics,Laptop,4,0.1,18969.76,5653.1,0
2023-09-16,East,Corporate,Same Day,Furniture,Desk,7,0.12,85020.28,3819.13,1
2024-02-01,West,Consumer,Second Class,Electronics,Laptop,5,0.2,24994.12,6783.52,0
2024-04-13,North,Consumer,Same Day,Office Supplies,Storage Box,2,0.07,797.8,195.92,0
2023-12-27,South,Consumer,Same Day,Electronics,Monitor,3,0.22,17383.15,4953.77,0
2025-08-20,East,Consumer,Standard Class,Office Supplies,Pen,6,0.02,2821.59,645.94,0
2025-03-23,North,Consumer,Same Day,Furniture,Desk,4,0.1,12034.47,2984.32,0
2025-02-19,North,Corporate,First Class,Electronics,Tablet,1,0.11,7373.1,1498.34,0
2024-01-04,East,Home Office,Standard Class,Office Supplies,Notebook,2,0.05,824.05,195.9,0
2024-09-19,South,Home Office,Same Day,Electronics,Monitor,6,0.23,22224.08,4597.97,0
2024-01-24,West,Corporate,Same Day,Electronics,Tablet,8,0.17,62402.3,11247.08,0
2024-02-19,West,Consumer,Second Class,Office Supplies,Notebook,7,0.15,3341.24,762.6,0
2026-04-03,West,Consumer,Standard Class,Furniture,Desk,3,0.14,7469.8,1188.0,0
2024-02-26,South,Corporate,Second Class,Electronics,Smartphone,8,0.2,41206.74,8065.17,0
2023-09-30,East,Consumer,First Class,Electronics,Monitor,8,0.12,35805.62,8764.28,0
2026-02-07,South,Home Office,First Class,Electronics,Tablet,2,0.18,7698.92,1413.33,0
2023-06-20,West,Home Office,First Class,Electronics,Monitor,6,0.14,26672.72,3952.15,0
2025-10-07,South,Home Office,First Class,Furniture,Sofa,8,0.17,19838.53,5486.0,0
2024-02-06,South,Consumer,Second Class,Electronics,Laptop,4,0.2,15696.22,2891.66,0
2023-08-16,North,Corporate,Second Class,Furniture,Table,6,0.2,18122.58,4127.47,0
2024-11-13,West,Home Office,First Class,Furniture,Desk,8,0.07,27585.68,4685.61,0
2023-06-11,South,Home Office,Second Class,Electronics,Monitor,2,0.19,6435.07,1841.68,0
2023-06-25,North,Home Office,Standard Class,Office Supplies,Pen,8,0.08,3062.15,775.36,0
2024-07-19,East,Home Office,Standard Class,Furniture,Chair,1,0.08,5661.92,178.95,1
2025-11-08,West,Home Office,Same Day,Office Supplies,Storage Box,5,0.06,3901.59,773.86,0
2024-11-28,West,Consumer,Same Day,Furniture,Table,5,0.1,21322.85,3827.22,0
2026-02-05,West,Corporate,First Class,Electronics,Tablet,7,0.24,46275.02,7207.51,0
2024-06-29,West,Consumer,Standard Class,Electronics,Smartphone,2,0.09,9809.68,1497.32,0
2025-07-25,South,Corporate,First Class,Electronics,Monitor,1,0.08,5408.92,809.31,0
2023-07-12,North,Corporate,Same Day,Electronics,Tablet,3,0.19,18015.04,2247.48,0
2025-10-19,South,Home Office,Standard Class,Office Supplies,Storage Box,5,0.09,2448.32,552.71,0
2024-07-04,North,Home Office,First Class,Furniture,Table,2,0.15,4188.21,572.8,0
2023-07-06,West,Corporate,First Class,Furniture,Desk,4,0.15,13444.7,3175.61,0
2025-02-25,East,Home Office,First Class,Office Supplies,Storage Box,6,0.11,1702.79,279.35,0
2026-04-26,East,Corporate,Same Day,Office Supplies,Pen,2,0.23,975.83,159.81,0
2026-02-22,West,Corporate,Same Day,Electronics,Tablet,8,0.12,65228.9,10610.17,0
2024-09-17,South,Home Office,First Class,Electronics,Smartphone,8,0.11,32607.55,6163.74,0
2024-09-02,West,Corporate,First Class,Office Supplies,Notebook,8,0.15,5614.66,1349.69,0
2023-10-03,South,Home Office,Standard Class,Electronics,Smartphone,1,0.23,12945.11,787.6,1
2024-12-22,West,Consumer,Same Day,Office Supplies,Notebook,6,0.14,5113.52,875.38,0
2025-01-30,South,Corporate,First Class,Office Supplies,Notebook,3,0.07,1659.39,236.67,0
2025-01-03,South,Consumer,Second Class,Furniture,Chair,4,0.23,7340.91,2083.71,0
2023-07-20,South,Consumer,First Class,Furniture,Sofa,4,0.22,7574.39,1411.24,0
2023-10-01,West,Consumer,Second Class,Furniture,Chair,2,0.15,6708.2,1911.31,0
2024-04-24,East,Home Office,Same Day,Office Supplies,Storage Box,3,0.19,1146.12,299.84,0
2025-05-26,South,Consumer,Same Day,Furniture,Table,8,0.05,21515.15,5065.11,0
2024-02-13,West,Corporate,Standard Class,Electronics,Monitor,8,0.16,51881.65,15524.98,0
2023-11-18,North,Consumer,First Class,Furniture,Sofa,5,0.25,14345.86,3430.34,0
2023-12-28,South,Home Office,Standard Class,Electronics,Monitor,2,0.0,10565.51,2107.39,0
2023-06-11,West,Corporate,Second Class,Electronics,Smartphone,8,0.13,51133.69,9317.26,0
2025-07-18,East,Home Office,Standard Class,Electronics,Tablet,6,0.11,18217.02,2583.03,0
2024-06-12,West,Consumer,First Class,Furniture,Desk,6,0.14,15812.6,3937.37,0
2023-08-31,North,Home Office,First Class,Office Supplies,Storage Box,1,0.12,812.8,201.68,0
2025-03-13,East,Consumer,Same Day,Office Supplies,Notebook,6,0.15,2672.24,550.21,0
2026-02-23,North,Corporate,Standard Class,Electronics,Tablet,6,0.02,41939.82,6466.23,0
2025-05-27,West,Consumer,Standard Class,Office Supplies,Storage Box,3,0.13,1716.04,304.02,0
2025-12-05,North,Consumer,Same Day,Office Supplies,Storage Box,6,0.06,4432.04,985.9,0
2024-06-29,East,Home Office,Second Class,Electronics,Laptop,5,0.02,17778.61,3647.53,0
2026-05-20,South,Home Office,Standard Class,Electronics,Monitor,6,0.13,21241.32,2676.43,0
2024-05-11,West,Home Office,Standard Class,Office Supplies,Printer,7,0.11,3381.37,526.86,0
2026-01-07,North,Corporate,Same Day,Furniture,Table,8,0.09,30650.17,8831.12,0
2024-10-14,East,Corporate,Standard Class,Furniture,Desk,1,0.08,3269.89,830.91,0
2025-06-01,South,Corporate,Standard Class,Furniture,Table,5,0.01,13491.33,2416.0,0
2025-08-25,North,Home Office,First Class,Office Supplies,Notebook,6,0.13,2763.16,406.81,0
2023-06-16,East,Corporate,Second Class,Office Supplies,Pen,1,0.13,625.18,92.23,0
2024-08-07,North,Corporate,Standard Class,Electronics,Tablet,8,0.18,47353.01,13663.12,0
2024-10-21,West,Corporate,Standard Class,Electronics,Laptop,2,0.11,17900.71,4340.84,0
2025-08-01,West,Corporate,Standard Class,Furniture,Sofa,4,0.16,12954.73,1593.38,0
2024-12-31,North,Consumer,Standard Class,Office Supplies,Pen,5,0.08,3633.9,632.87,0
2025-05-08,South,Home Office,Same Day,Office Supplies,Printer,1,0.1,525.02,147.28,0
2023-10-09,East,Home Office,First Class,Electronics,Monitor,4,0.08,20874.95,4944.07,0
2025-02-05,South,Home Office,Same Day,Office Supplies,Notebook,4,0.14,1753.3,337.72,0
2024-11-21,East,Corporate,Standard Class,Electronics,Tablet,8,0.01,59884.47,15050.1,0
2025-09-28,South,Corporate,First Class,Electronics,Tablet,7,0.1,43170.86,7105.98,0
2025-03-19,East,Corporate,Second Class,Electronics,Laptop,1,0.07,5247.07,1548.52,0
2023-10-04,West,Home Office,Second Class,Office Supplies,Storage Box,6,0.03,4250.21,517.86,0
2024-01-21,North,Home Office,Same Day,Electronics,Monitor,4,0.02,22347.78,5998.91,0
2026-03-23,West,Corporate,Standard Class,Office Supplies,Notebook,4,0.22,2988.41,482.23,0
2025-07-30,North,Home Office,Second Class,Furniture,Table,2,0.09,4273.2,590.58,0
2024-02-05,West,Consumer,First Class,Furniture,Table,8,0.06,25616.05,3787.63,0
2024-03-28,South,Corporate,Same Day,Furniture,Chair,8,0.1,26502.0,6854.74,0
2025-09-13,West,Home Office,First Class,Office Supplies,Pen,8,0.07,3902.8,494.42,0
2023-12-08,North,Corporate,Second Class,Office Supplies,Storage Box,4,0.02,4080.85,737.14,0
2023-08-10,East,Consumer,Same Day,Furniture,Chair,2,0.07,5147.3,1459.17,0
2023-11-09,East,Consumer,First Class,Electronics,Monitor,5,0.19,26567.83,4957.46,0
2024-03-21,South,Home Office,Same Day,Furniture,Sofa,5,0.18,10048.46,1873.43,0
2025-06-10,South,Home Office,Same Day,Office Supplies,Notebook,1,0.06,506.84,106.98,0
2023-12-11,South,Home Office,Second Class,Electronics,Laptop,8,0.06,41829.28,7972.32,0
2025-02-02,South,Corporate,Same Day,Electronics,Tablet,1,0.18,6464.7,1341.11,0
2024-02-16,West,Corporate,First Class,Electronics,Tablet,1,0.2,7152.07,1418.68,0
2023-08-09,East,Consumer,First Class,Furniture,Desk,6,0.09,14012.94,1899.26,0
2023-07-23,North,Consumer,First Class,Furniture,Desk,2,0.22,4478.54,827.7,0
2023-11-13,East,Consumer,First Class,Electronics,Tablet,3,0.22,15193.33,2751.03,0
2024-01-23,East,Home Office,Second Class,Office Supplies,Notebook,1,0.11,584.42,119.66,0
2025-02-15,East,Consumer,Second Class,Electronics,Smartphone,4,0.12,16213.65,4678.18,0
2026-04-24,West,Corporate,Second Class,Electronics,Smartphone,8,0.06,61904.97,9151.86,0
2024-06-09,West,Corporate,First Class,Furniture,Table,7,0.22,21106.0,3808.23,0
2023-08-04,East,Corporate,Same Day,Office Supplies,Notebook,8,0.19,4634.7,1043.01,0
2024-07-30,East,Home Office,Second Class,Office Supplies,Pen,2,0.05,433.23,90.12,0
2024-04-21,West,Corporate,First Class,Furniture,Desk,1,0.23,3529.38,633.38,0
2024-03-05,South,Consumer,Standard Class,Furniture,Table,4,0.02,9299.82,1322.62,0
2025-02-18,West,Corporate,Standard Class,Electronics,Laptop,6,0.06,43513.57,5544.57,0
2025-11-06,South,Consumer,Standard Class,Office Supplies,Printer,6,0.2,3090.21,740.58,0
2025-11-29,North,Corporate,Same Day,Electronics,Laptop,5,0.14,47788.82,5832.13,0
2024-04-23,North,Home Office,Second Class,Electronics,Laptop,6,0.24,22648.24,3011.16,0
2023-08-27,West,Home Office,Standard Class,Office Supplies,Printer,6,0.12,2693.2,449.27,0
2024-11-11,North,Home Office,Same Day,Furniture,Chair,7,0.0,25644.13,5017.09,0
2024-09-19,East,Consumer,First Class,Office Supplies,Storage Box,7,0.01,3205.45,466.09,0
2023-08-12,South,Corporate,Same Day,Office Supplies,Printer,3,0.04,1957.28,560.28,0
2023-08-21,West,Home Office,Standard Class,Office Supplies,Printer,4,0.08,1739.21,507.82,0
2024-11-03,North,Consumer,First Class,Electronics,Tablet,8,0.21,50867.57,14253.17,0
2025-10-15,West,Consumer,Standard Class,Office Supplies,Notebook,1,0.14,1174.01,270.17,0
2024-05-27,West,Corporate,First Class,Electronics,Monitor,1,0.25,6310.45,1000.81,0
2024-05-22,North,Corporate,Standard Class,Furniture,Desk,8,0.24,22059.05,4517.43,0
2025-09-13,North,Corporate,Second Class,Office Supplies,Storage Box,1,0.05,100.0,12.18,0
2023-07-01,North,Corporate,Same Day,Electronics,Laptop,3,0.1,56676.6,2604.86,1
2024-09-04,West,Corporate,First Class,Office Supplies,Pen,8,0.16,5582.96,1389.76,0
2024-02-14,North,Consumer,Second Class,Office Supplies,Printer,8,0.06,3937.05,555.5,0
2026-02-12,South,Consumer,Second Class,Electronics,Smartphone,8,0.17,32641.92,4943.22,0
2023-12-10,North,Corporate,Second Class,Furniture,Chair,5,0.12,21595.35,6025.11,0
2026-03-17,West,Corporate,First Class,Office Supplies,Notebook,5,0.11,3823.3,494.66,0
2024-06-06,East,Corporate,Second Class,Office Supplies,Printer,7,0.1,3596.62,819.16,0
2023-05-23,East,Home Office,First Class,Furniture,Sofa,1,0.07,2199.2,627.35,0
2026-01-24,East,Consumer,Standard Class,Office Supplies,Storage Box,8,0.19,2995.69,882.15,0
2024-03-13,North,Corporate,Second Class,Electronics,Smartphone,2,0.16,12809.93,1716.59,0
2024-04-16,East,Consumer,Second Class,Furniture,Chair,4,0.03,9145.64,2344.26,0
2025-10-23,East,Consumer,Standard Class,Office Supplies,Storage Box,1,0.02,217.2,41.93,0
2025-02-01,South,Corporate,Second Class,Office Supplies,Printer,1,0.21,829.56,164.47,0
2026-02-12,South,Consumer,Same Day,Furniture,Chair,5,0.03,13645.77,2586.41,0
2025-03-20,North,Corporate,Standard Class,Electronics,Smartphone,5,0.01,35111.82,7687.81,0
2025-11-30,North,Corporate,Standard Class,Electronics,Laptop,8,0.03,72075.82,18949.53,0
2026-01-12,North,Corporate,Standard Class,Furniture,Sofa,6,0.01,20961.66,2793.11,0
2024-09-05,East,Corporate,Same Day,Electronics,Laptop,4,0.16,23461.97,3479.73,0
2025-08-30,East,Consumer,Same Day,Electronics,Tablet,7,0.06,35635.22,5444.4,0
2023-05-30,South,Home Office,Second Class,Office Supplies,Notebook,7,0.12,2715.96,373.73,0
2023-06-04,North,Consumer,First Class,Furniture,Table,3,0.24,6050.81,1125.09,0
2023-09-01,North,Home Office,First Class,Furniture,Sofa,1,0.09,2236.07,302.72,0
2024-11-03,West,Home Office,Same Day,Electronics,Smartphone,6,0.04,46148.86,13720.3,0
2025-07-20,West,Home Office,Second Class,Furniture,Chair,2,0.12,4390.08,610.49,0
2024-09-29,North,Corporate,Second Class,Electronics,Laptop,5,0.03,37033.89,6395.65,0
2025-05-02,East,Corporate,Same Day,Furniture,Sofa,4,0.02,14113.24,3402.75,0
2024-08-22,East,Consumer,Standard Class,Electronics,Monitor,7,0.1,28693.29,5102.0,0
2023-09-17,East,Corporate,Standard Class,Furniture,Chair,4,0.06,10581.64,2970.27,0
2024-10-08,West,Consumer,Same Day,Electronics,Monitor,1,0.1,8653.16,1359.7,0
2023-07-16,South,Corporate,Second Class,Electronics,Laptop,4,0.21,18423.85,4415.09,0
2024-11-18,West,Consumer,Standard Class,Office Supplies,Notebook,4,0.24,2205.91,451.38,0
2023-08-27,North,Consumer,Standard Class,Furniture,Sofa,2,0.17,4615.4,1261.74,0
2025-07-20,South,Corporate,Standard Class,Furniture,Sofa,8,0.14,19401.36,5678.16,0
2026-01-27,West,Corporate,Second Class,Electronics,Laptop,5,0.19,33319.75,5033.12,0
2024-12-12,North,Corporate,Same Day,Office Supplies,Notebook,6,0.22,4956.53,1182.62,0
2025-08-07,South,Consumer,Second Class,Electronics,Tablet,1,0.16,4412.24,1239.93,0
2025-11-08,North,Corporate,First Class,Electronics,Laptop,7,0.01,71952.8,15349.94,0
2024-09-05,North,Home Office,First Class,Office Supplies,Pen,3,0.06,1541.56,440.09,0
2025-11-20,North,Corporate,First Class,Furniture,Desk,7,0.06,34159.21,5257.05,0
2025-02-08,East,Home Office,First Class,Electronics,Monitor,1,0.11,3747.1,975.16,0
2023-09-07,North,Home Office,Second Class,Furniture,Chair,8,0.25,14956.12,4294.22,0
2025-06-03,West,Home Office,Second Class,Electronics,Tablet,2,0.19,7495.53,915.49,0
2026-02-02,West,Home Office,Same Day,Office Supplies,Notebook,6,0.11,3851.64,722.7,0
2025-07-30,North,Corporate,Standard Class,Office Supplies,Printer,6,0.16,2696.91,793.01,0
2025-10-15,West,Consumer,Second Class,Furniture,Sofa,5,0.18,16610.2,3102.81,0
2024-06-22,South,Corporate,Same Day,Office Supplies,Storage Box,1,0.02,764.63,150.47,0
2025-12-28,South,Consumer,Same Day,Electronics,Tablet,6,0.01,44190.69,13125.88,0
2023-10-30,North,Consumer,Standard Class,Electronics,Monitor,6,0.16,36005.86,7930.71,0
2026-05-02,East,Consumer,Standard Class,Furniture,Chair,6,0.18,11052.78,2633.84,0
2026-04-23,West,Home Office,Second Class,Office Supplies,Pen,2,0.13,1054.94,211.46,0
2024-07-19,West,Consumer,Second Class,Furniture,Chair,5,0.02,13822.18,3997.15,0
2025-07-03,East,Consumer,Same Day,Office Supplies,Pen,3,0.18,1613.51,342.56,0
2024-09-14,North,Corporate,Second Class,Office Supplies,Notebook,2,0.19,1468.02,215.82,0
2023-09-15,East,Home Office,Second Class,Electronics,Monitor,3,0.19,10021.33,2791.3,0
2024-04-03,East,Corporate,Same Day,Electronics,Smartphone,8,0.03,54185.35,6524.76,0
2023-11-19,West,Consumer,Same Day,Electronics,Tablet,3,0.17,23282.58,5724.6,0
2025-11-05,South,Corporate,Second Class,Furniture,Chair,8,0.16,28230.88,5900.86,0
2023-11-02,South,Home Office,Same Day,Furniture,Table,5,0.04,14814.72,3869.38,0
2024-03-23,North,Home Office,First Class,Furniture,Desk,3,0.01,7883.51,1788.81,0
2025-06-06,East,Home Office,Same Day,Furniture,Chair,2,0.15,3350.06,773.73,0
2025-08-27,South,Home Office,First Class,Electronics,Tablet,4,0.24,13943.5,3941.64,0
2025-10-04,East,Home Office,Same Day,Electronics,Tablet,8,0.15,40254.54,11842.76,0
2026-05-03,South,Corporate,Second Class,Furniture,Sofa,8,0.15,22560.46,4550.21,0
2024-03-15,West,Home Office,Standard Class,Office Supplies,Notebook,3,0.15,1031.6,139.59,0
2025-11-01,South,Home Office,Second Class,Electronics,Laptop,1,0.03,5411.64,1112.51,0
2024-06-23,South,Corporate,Same Day,Office Supplies,Notebook,5,0.24,2771.78,747.86,0
2024-07-12,South,Consumer,Second Class,Office Supplies,Notebook,3,0.05,1108.1,303.73,0
2024-07-10,South,Home Office,First Class,Office Supplies,Storage Box,8,0.01,3479.02,898.51,0
2024-04-11,South,Home Office,Standard Class,Office Supplies,Pen,4,0.12,1052.44,312.7,0
2023-07-26,South,Corporate,Second Class,Office Supplies,Storage Box,2,0.06,1532.69,456.34,0
